actual_title,predicted_title,BLEU,ROUGE-L,METEOR,BERTScore
باوجود افزایش تعداد طلاق‌ها، آمار طلاق در 10 سال گذشته در ایران تقریبا ثابت بوده است,با وجود افزایش تعداد ازدواج‌ها، میزان طلاق در ۱۰ سال گذشته در ایران تقریبا ثابت بوده است,0.61094553877173,0.787878787878788,0.8024918225587122,0.9445464015007019
سیده زهرا برقعی اولین زن در سطوح مدیریتی حوزه است.,انتخاب خانم سیده زهرا برقعی به مدیریت جامعه الزهرا، اولین بار در سطوح مدیریتی رده‌بالای حوزه است.,0.3538049406567624,0.6666666666666666,0.8203389830508474,0.8648896813392639
طبق نظر آیات عظام شبیری، سبحانی، مکارم، صانعی و صافی ضبط فیلم از افراد بدون اجازه آن‌ها حرام است,آیت‌الله شبیری، سبحانی، مکارم شیرازی، صانعی و صافی گلپایگانى قبلا فتوا دادند که ضبط فیلم از افراد بدون اجازه آن‌ها حرام شرعی است,0.5167163821691902,0.7500000000000001,0.7991622574955908,0.8483697772026062
امارات سالیانه ۲.۵ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,امارات سالیانه ۲.۵ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,1.0000000000000004,1.0,0.9997724169321802,1.0000001192092896
یک‌سوم زندانیان زن جهان در امریکا هستند و از سال 2015 تا سال 2020 دست‌کم 250 زن با شلیک پلیس آمریکا کشته شده‌اند,یک‌سوم زندانیان زن جهان در آمریکا هستند,0.06708134451719268,0.4,0.26749952317375547,0.8412262797355652
اکثر آمریکایی‌ها مخالف نامزدی بایدن و ترامپ در انتخابات ریاست­ جمهوری ۲۰۲۴ هستند,بیشتر آمریکایی­ها نامزدی مجدد بایدن و ترامپ در انتخابات ۲۰۲۴ را نمی­خواهند,0.3371354098335153,0.5599999999999999,0.5212782787533617,0.8698220252990723
تجارت چین با امارات، ۶ برابر تجارت چین با ایران است,تجارت چین با امارات، ۶ برابر تجارت چین با ایران است,1.0000000000000004,1.0,0.9997106481481481,1.0000001192092896
چین، سومین شریک تجاری آمریکا است و سهم بیشتری از اتحادیه اروپا در تجارت با این کشور دارد,چین سومین شریک تجاری آمریکا است,0.13127910466261702,0.4799999999999999,0.33270558694287505,0.8240500092506409
صندوق بین‌المللی پول، قیمت دلار را ۱۴ هزار و ۷۰۰ تومان اعلام کرده‌است,براساس اعلام صندوق بین‌المللی پول، ارزش هر دلار به حدود ۱۴ هزار تومان رسید,0.2720695965213162,0.5517241379310344,0.5835741178530777,0.8506407141685486
جلیلی :شهید رئیسی چندین بار به آفریقا سفر کردند و گشایش اقتصادی ایجاد شده بود,جلیلی: شهید رئیسی چندین بار به آفریقا سفر کردند و گشایش اقتصادی ایجاد شده بود,1.0000000000000004,1.0,0.9998518518518519,0.9999998807907104
براساس پژوهش موسسه لاتانا، ایرانیان بدبین‌ترین مردم جهان نسبت به وجود دموکراسی درکشورشان هستند,ایرانیان بدبین‌ترین مردم جهان نسبت به وجود دموکراسی در کشورشان هستند,0.5271774920046803,0.6923076923076923,0.613055978352782,0.8512694239616394
انگلیس گلوله‌های اورانیوم به اوکراین ارسال کرده است,انگلیس، گلوله‌های اورانیوم به اوکراین ارسال کرده است,0.8666415730847506,0.9333333333333333,0.97441793618856,0.9762646555900574
کامالاهریس: هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند,کامالا هریس: هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند,0.8193228857188173,0.888888888888889,0.9157654792196778,0.960783839225769
دکتر علی لاریجانی گفته است به عرصه‌ی انتخابات مجلس شورای اسلامی ورود می‌کند,علی لاریجانی قصد ورود به عرصه انتخابات مجلس شورای اسلامی را دارد.,0.38955974561184137,0.5599999999999999,0.6198347107438016,0.862569272518158
برجام در گام اول ۵۰ تا ۱۰۰ میلیارد دلار پول بلوکه شده و کمپرسورهای لازم برای پارس جنوبی و پالایشگاه ستاره را آزاد کرد,برجام در گام اول بین ۵۰ تا ۱۰۰ میلیارد دلار از پول‌های بلوکه‌شده ایران و کمپرسور‌های مورد نیاز برای پارس جنوبی را آزاد کرد,0.4401781910960418,0.723404255319149,0.7197531418984705,0.9025040864944458
مارک زاکربرگ، مدیرعامل فیسبوک، سال ۲۰۲۳ استعفا می‌دهد.,زاکربرگ قصد استعفا دارد و اندی استون، سخنگو متا، این خبر را تکذیب کرد.,0.12962472880491877,0.2857142857142857,0.21551724137931033,0.7514821290969849
مقبره لطفعلی خان‌ زند به انبار فرش تبدیل شده است,مزار لطفعلی خان زند در امامزاده زید بازار تهران به انبار فرش تبدیل شده است,0.43353471935824023,0.6956521739130435,0.8355263157894737,0.9082006812095642
آذری‌جهرمی به‌دلیل مقاوت در برابر فیلترینگ تحت تعقیب قضایی قرار گرفت,آذری‌جهرمی به خاطر مقاومت در برابر فیلترینگ تحت تعقیل قرار گرفته است,0.4813044661698255,0.5454545454545454,0.5113636363636364,0.8542248010635376
سپیده شبستری: برابری دیه زن، مرد و مذاهب برای اولین بار توسط همتی در صنعت بیمه اجرا شد.,برابری دیه زن و مرد در صنعت بیمه از دستاوردهای عبدالناصر همتی است,0.21342706416262286,0.41176470588235287,0.407346290184574,0.7794960737228394
انتشار عمومی تصاویر اینستاگرام دختر نماینده مجلس، نقض حریم شخصی اوست,انتشار تصاویر عمومی‌ الشخصية به‌صورت مجدد، نقض حریم خصوصی است,0.25748661016289676,0.43478260869565216,0.4295051353874883,0.792356550693512
دانش‌آموزان موظف‌اند فایل صدای نماز خواندنشان را به مدرسه ارائه کنند,برای نظارت بر نمازخواندن دانش‌آموزان، ۶ نفر از والدین هر کلاس به عنوان نمازیار، اردویار، پاسخ‌یار و… تعیین می‌شوند,0.027588924449082466,0.12121212121212123,0.08264462809917356,0.7087610960006714
مجری برنامه «سلام تهران» به خاطر اظهاراتش علیه وزیر نیرو توبیخ شد.,قدسیه صالحی، مجری برنامه سلام تهران، به دلیل انتقاد از وزیر نیرو، توبیخ شد.,0.21944097437422141,0.606060606060606,0.6127450980392157,0.8473101854324341
مجهزترین کمپ کشتی جهان متعلق به ایران است و بسیاری از کشورها برای اردو به ایران می‌آیند,کمپ کشتی ایران، مجهزترین کمپ کشتی جهان است و بسیاری از کشورها برای اردو به ایران می‌آیند,0.7200391346486706,0.7999999999999999,0.8736842105263158,0.938339114189148
جلیلی: معاون روحانی گفته بود به‌دلیل FATF نمی‌توانیم واکسن بخریم,جلیلی: معاون روحانی گفته بود به‌دلیل FATF نمی‌توانیم واکسن بخریم,1.0000000000000004,1.0,0.9995,1.0000001192092896
پس از اعمال تعرفه‌های ترامپ ۵.۴ میلیارد دلار وارد بازار کریپتو شد، ۳.۲۵ تریلیون دلار از ارزش بازار سهام آمریکا کم شد,در دو روز گذشته، ۳.۲۵ تریلیون دلار از استاک مارکت آمریکا خارج شده و ۵.۴ میلیارد دلار به مارکت کریپتو وارد شده است,0.4074345565194012,0.3018867924528302,0.41486988847583645,0.8095247149467468
