actual_title,predicted_title,BLEU,ROUGE-L,METEOR,BERTScore
باوجود افزایش تعداد طلاق‌ها، آمار طلاق در 10 سال گذشته در ایران تقریبا ثابت بوده است,طلاق در ایران در ۱۰ سال گذشته به‌طور تقریبی ثابت بوده است,0.22977848210273813,0.5185185185185185,0.5308641975308641,0.8420140147209167
سیده زهرا برقعی اولین زن در سطوح مدیریتی حوزه است.,حضور بانوان در سطوح مدیریتی رده بالای حوزه علمیه از سال‌های گذشته آغاز شده است.,0.20217803037339238,0.3846153846153846,0.39122807017543854,0.7763999700546265
طبق نظر آیات عظام شبیری، سبحانی، مکارم، صانعی و صافی ضبط فیلم از افراد بدون اجازه آن‌ها حرام است,پنج عالم دین با یک توافق دارند که ضبط فیلم از افراد بدون اجازه آن‌ها حرام شرعی است.,0.23720648375004477,0.43902439024390244,0.41247084257836947,0.7582284212112427
امارات سالیانه ۲.۵ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,امارات سالانه حدود ۴۳ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,0.570193637713496,0.7199999999999999,0.6938463010814431,0.958310604095459
یک‌سوم زندانیان زن جهان در امریکا هستند و از سال 2015 تا سال 2020 دست‌کم 250 زن با شلیک پلیس آمریکا کشته شده‌اند,زنان در آمریکا بیش از یک‌سوم زندانیان زن جهان هستند و در 5 سال گذشته 250 زن در دستگیری‌ها کشته شده‌اند,0.25884782054129263,0.5,0.5567490153956319,0.8620208501815796
اکثر آمریکایی‌ها مخالف نامزدی بایدن و ترامپ در انتخابات ریاست­ جمهوری ۲۰۲۴ هستند,بیش از ۷۰ درصد آمریکایی‌ها مخالف نامزدی مجدد دونالد ترامپ هستند و ۷۳ درصد آنها خواهان نامزدی مجدد جو بایدن نیستند.,0.17404981427916244,0.2857142857142857,0.34503009837028337,0.7767878770828247
تجارت چین با امارات، ۶ برابر تجارت چین با ایران است,تجارت چین با امارات، ۶ برابر تجارت چین با ایران است.,0.9193227152249183,0.9600000000000001,0.9914485766758494,0.9629371762275696
چین، سومین شریک تجاری آمریکا است و سهم بیشتری از اتحادیه اروپا در تجارت با این کشور دارد,چین سومین شریک تجاری آمریکا بعد از مکزیک و کانادا است.,0.20059767794569716,0.3870967741935484,0.3837943989071038,0.7684551477432251
صندوق بین‌المللی پول، قیمت دلار را ۱۴ هزار و ۷۰۰ تومان اعلام کرده‌است,صندوق بین‌المللی پول بر اساس شاخص برابری قدرت خرید، قیمت هر دلار را ۱۴ هزار و ۷۰۰ تومان اعلام کرده است.,0.5067309892897293,0.7222222222222223,0.8729809691348155,0.886869490146637
جلیلی :شهید رئیسی چندین بار به آفریقا سفر کردند و گشایش اقتصادی ایجاد شده بود,جلیلی ادعای گشایش اقتصادی در سفرهای شهید رئیسی به آفریقا را دروغ می‌باشد.,0.31528613442545017,0.3448275862068965,0.42596904533625535,0.7813792824745178
براساس پژوهش موسسه لاتانا، ایرانیان بدبین‌ترین مردم جهان نسبت به وجود دموکراسی درکشورشان هستند,ایران در صدر فهرست کشورهایی است که مردم در آن کمترین میزان دموکراسی را دارند,0.0380640298278295,0.13333333333333333,0.06666666666666667,0.7117341756820679
انگلیس گلوله‌های اورانیوم به اوکراین ارسال کرده است,انگلیس گلوله‌های اورانیوم را به اوکراین ارسال کرده است.,0.7447819789879645,0.8750000000000001,0.9608843537414966,0.9391865730285645
کامالاهریس: هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند,کامالا هریس ادعا کرده است که هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند، اما این ادعا به طور کامل نادرست است.,0.368070544051907,0.5641025641025641,0.7689418019996533,0.8404645323753357
دکتر علی لاریجانی گفته است به عرصه‌ی انتخابات مجلس شورای اسلامی ورود می‌کند,اطلاعیه دفتر علی لاریجانی، ورود او به انتخابات مجلس را تکذیب می‌کند.,0.2554318471365748,0.4615384615384615,0.46922047507527603,0.7818008065223694
برجام در گام اول ۵۰ تا ۱۰۰ میلیارد دلار پول بلوکه شده و کمپرسورهای لازم برای پارس جنوبی و پالایشگاه ستاره را آزاد کرد,ادعای مبنی بر آزاد شدن ۵۰ تا ۱۰۰ میلیارد دلار از دارایی‌های بلوکه شده ایران و کمپرسورهای مورد نیاز برای پارس جنوبی پس از برجام، نیمه درست است.,0.29040471938315554,0.4230769230769231,0.5078477584996489,0.7887319326400757
مارک زاکربرگ، مدیرعامل فیسبوک، سال ۲۰۲۳ استعفا می‌دهد.,ادعا مبنی بر استعفای مارک زاکربرگ در سال ۲۰۲۳ توسط سخنگوی فیسبوک تکذیب شده است.,0.2567840480629175,0.3846153846153846,0.44834307992202727,0.8124350905418396
مقبره لطفعلی خان‌ زند به انبار فرش تبدیل شده است,ادعای تبدیل شدن مزار لطفعلی‌خان زند به انبار فرش، نیمه نادرست ارزیابی می‌شود.,0.38398171330793496,0.33333333333333337,0.4134114583333333,0.8115715980529785
آذری‌جهرمی به‌دلیل مقاوت در برابر فیلترینگ تحت تعقیب قضایی قرار گرفت,تعدادی از نمایندگان مجلس از وزیر ارتباطات به‌عنوان وزیر فیلترطلبی در دولت هشتم تحت تعقیب قضایی قرار گرفتند,0.16564565321939206,0.3448275862068966,0.41367521367521376,0.7645756602287292
سپیده شبستری: برابری دیه زن، مرد و مذاهب برای اولین بار توسط همتی در صنعت بیمه اجرا شد.,عبدلناصر همتی، اولین کسی است که در صنعت بیمه کشور، برابری دیه زن و مرد را قانونمند کرد.,0.23274285105688466,0.2857142857142857,0.48677248677248675,0.7844163179397583
انتشار عمومی تصاویر اینستاگرام دختر نماینده مجلس، نقض حریم شخصی اوست,انتشار تصاویر خصوصی یک فرد توسط دیگری پس از اینکه خود او آن را به صورت عمومی در اینستاگرام منتشر کرده است، نقض حریم شخصی محسوب می‌شود.,0.16851733356647103,0.35000000000000003,0.5164292279411765,0.7543012499809265
دانش‌آموزان موظف‌اند فایل صدای نماز خواندنشان را به مدرسه ارائه کنند,دانش‌آموزان باید تنها یک‌بار فایل صحیح‌خوانی از نماز خود را بارگذاری کنند.,0.05653041175801492,0.41666666666666663,0.22321428571428567,0.7914435863494873
مجری برنامه «سلام تهران» به خاطر اظهاراتش علیه وزیر نیرو توبیخ شد.,مجری برنامه سلام تهران توبیخ شد.,0.18970170290116822,0.6363636363636364,0.47355561943087093,0.8502984046936035
مجهزترین کمپ کشتی جهان متعلق به ایران است و بسیاری از کشورها برای اردو به ایران می‌آیند,ادعا رئیس فدراسیون کشتی مبنی بر این‌که کمپ کشتی ایران بهترین کمپ جهان است، گمراه‌کننده است.,0.04141141330484801,0.22857142857142856,0.14619883040935672,0.7027973532676697
جلیلی: معاون روحانی گفته بود به‌دلیل FATF نمی‌توانیم واکسن بخریم,تلفیق تحریم‌های بین‌المللی و FATF باعث پیچیده شدن معاملات مالی برای خرید واکسن کووید-19 شده است.,0.033337449830272974,0.14814814814814817,0.09345794392523364,0.6738564372062683
پس از اعمال تعرفه‌های ترامپ ۵.۴ میلیارد دلار وارد بازار کریپتو شد، ۳.۲۵ تریلیون دلار از ارزش بازار سهام آمریکا کم شد,در دو روز گذشته، بازار سهام آمریکا از ارزش خود ۳.۲۵ تریلیون دلار از دست داد و بازار رمزارزها ۵.۴ میلیارد دلار افزایش یافت.,0.3935308722712254,0.28070175438596495,0.46855921855921845,0.799509584903717
فروش اکثر بلیت‌های هواپیمای‌ ایرانی به آژانس‌های عراقی واگذار شده است,عمده صندلی‌های هواپیمایی‌های ایرانی به آژانس‌ها و سایت‌های عراقی واگذار شده است تا بلیت‌ها به دلار فروخته شوند.,0.307137308263447,0.37037037037037035,0.4168224299065421,0.864649772644043
سنوات بازنشستگی دوسال افزایش یافت,تبصره ۲۰ لایحه بودجه ۱۴۰۲، سنوات خدمت را برای بازنشستگی افزایش نمی‌دهد,0.07681104116622756,0.33333333333333337,0.25862068965517243,0.7262265086174011
ثروت خالص ایلان ماسک، از تولید ناخالص داخلی فندلاند بیشتر و به اندازه تولید ناخالص داخلی کلمبیاست,ثروت ایلان ماسک به اندازه کلمبیا است و بالاتر از تولید ناخالص داخلی فندلاند و جمهوری چک است,0.3985054276147108,0.5,0.5323691460055097,0.8590177893638611
عربستان ورود به مکه را برای هر فردی که ویزایی غیر از ویزای حج تمتع داشته باشد، از ۲۹ آوریل (۹ اردیبهشت) ممنوع خواهد کرد,ورود به مکه فقط با ویزای حج تمتع از ۲۹ آوریل مجاز است.,0.20795077949967247,0.45,0.35618279569892475,0.7635762095451355
جمهوری اسلامی، از دریافت سهمیه واکسن رایگان کوواکس انصراف داد و ترجیح داد که خودش واکسن کرونا کشف بکند.,ایران با هزینه خود واکسن‌های کوواکس را دریافت می‌کند و هزینه دریافت 4 میلیون و 216 هزار و 800 دوز واکسن را پرداخت کرده است,0.05336626135787336,0.13333333333333333,0.09389671361502348,0.7313812375068665
ارمنستان با تولید ناخالص ۲۰ میلیارد دلاری نمی‌تواند نیمی از آن را در ایران سرمایه‌گذاری کند,ادعای کاربر مبنی بر اینکه ارمنستان قرار است ۶۰ درصد تولید ناخالص داخلی خود را در ایران سرمایه‌گذاری کند، درست است.,0.2416577790560148,0.41025641025641024,0.46641092814371254,0.7597674131393433
توییتر در ترکیه فیلتر شد,دسترسی به توییتر پس از توافق ترکیه و توییتر باز شده است.,0.09672649511413096,0.23529411764705882,0.17543859649122806,0.7461149096488953
بعد از انقلاب، قرارداد ساخت میکروالکترونیک میان دولت ایران و آمریکا منحل شد و اکنون آمریکا پیشگام نانوالکترونیک است,آمریکا در حال حاضر یکی از پیشگامان فناوری میکروالکترونیک است و با تولید حد ۳ نانومتری به موفقیت های بسیاری دست یافته است.,0.20748233663492285,0.1904761904761905,0.12376237623762378,0.7594259977340698
بلومبرگ گزارش داده است که ایران اقتصاد تریلیون دلاری خود را به‌عنوان فرصت سرمایه‌گذاری به ترامپ پیشنهاد کرده است,ایران اقتصاد تریلیون دلاری خود را به آمریکا برای سرمایه‌گذاری پیشنهاد داده است.,0.36123313882969477,0.5333333333333333,0.5647590361445782,0.8538482189178467
کنسولگری‌های ایران توان صدور روزانه بیش از ۴ هزار ویزا برای افغانستانی‌ها را دارند,روزانه بیش از ۴ هزار ویزا برای مهاجران افغانستانی به‌صورت قانونی صادر می‌شود.,0.3607354716915621,0.5,0.49927113702623904,0.8112955689430237
حمله به دختران نوجوان برای حجاب پس از ریاست جمهوری پزشکیان اتفاق افتاده است,ماجرا مربوط به این واقعه در روزهای گذشته، زمانی رخ داده است که هنوز انتخابات ریاست جمهوری برگزار نشده و پزشکیان به عنوان رئیس جمهور انتخاب نشده بوده است.,0.03407192589506109,0.2,0.2191840277777778,0.7024660110473633
۷۵ درصد دانشجویان علوم پزشکی تهران، سهمیه‌ای هستند,بیش از دو سوم ظرفیت دانشکده پزشکی دانشگاه تهران برای سهمیه‌ای ها است.,0.1481394578697113,0.18181818181818185,0.10638297872340426,0.7887454628944397
حسینی‌کیا، نماینده مجلس، به نقل از آیت‌الله مصباح یزدی گفته که رئیسی نظرکرده امام زمان است.,نماینده مجلس، ادعای رسانه ایران اینترنشنال مبنی بر حمایت از رئیسی با ادعای مصباح یزدی را تکذیب کرد,0.20257904661864384,0.3157894736842105,0.33404940923737914,0.7270444631576538
مردم اروپا به دلیل افزایش دوساله سن بازنشستگی، اعتراض و اعتصاب کردند,افزایش سن بازنشستگی در اروپا در برخی از کشورها منجر به اعتراضات و اعتصاب شده است,0.19408623270627198,0.3571428571428571,0.4336734693877551,0.8217144012451172
اجاره‌نشین ها مشمول مالیات می‌شوند,ادعای مالیاتی اجاره‌نشینان در لایحه بودجه ۱۴۰۳ نادرست است.,0.11986062961075747,0.0,0.0,0.7527478933334351
نماینده مجلسی که خلاف قانون برای جلیلی تبلیغ کرد، خواهان اجرای قانون در مورد ظریف است,فاطمه محمدبیگی در صحن علنی مجلس در زمان انتخابات ریاست جمهوری رفتار خلاف قانون داشت.,0.038229746997386335,0.12121212121212122,0.08875739644970414,0.709164023399353
یکی از وزرای دولت روحانی در رابطه با پرونده مهدی اکبری دستگیر شده است,ادعا وزیر سابق مربوط به پرونده مهدی اکبری نادرست است,0.19077334520603384,0.2608695652173913,0.23184601924759407,0.7967054843902588
علی‌رغم تثبیت دلار ۵۰ هزار تومانی، تورم زیر ۴۰ درصد نیامده است,تورم ۴۴ درصدی در سال جاری علی‌رغم تثبیت دلار ۵۰ هزار تومانی,0.47581909316308524,0.48000000000000004,0.5363075462743236,0.8465412259101868
احمدی‌نژاد: با آمریکا توافق کردیم، اما برخی در داخل کشور نگذاشتند.,احمدی‌نژاد گفت: می‌توانستم مساله با اروپا و آمریکا را حل کنم؛ اما اختیار آن را نداشتم.,0.11548431380162247,0.36363636363636365,0.20689655172413796,0.7600589990615845
ایران رتبه ۲۷ عمل زیبایی را در جهان دارد,ایران رتبه ۲۵ جراحی زیبایی را در دنیا داراست,0.1964073254502565,0.5555555555555556,0.5377777777777778,0.9211157560348511
زاکانی: در حادثه قطار تبریز، وزیر روحانی به‌جای دلجویی گفت مسافران بیمه بوده‌اند,آخوندی قبل از دلجویی به خانواده‌های جان باختگان قطار تبریز، گفته بود که مسافران بیمه بوده‌اند.,0.2659147948472495,0.37500000000000006,0.4424006444683136,0.8078413605690002
ایران به جمع پنج کشور دارای فناوری جداسازی هوا پیوست,ایران در مسیر بومی‌سازی فناوری جداسازی هوا به جمع پنج کشور جهان پیوسته است.,0.28433291815307693,0.41666666666666663,0.7489483173076924,0.8550492525100708
در سال ۱۳۹۱، ایران ۱.۵ میلیارد دلار صادرات برق داشت,صادرات برق ایران در سال ۱۳۹۱ حدود ۸۲.۸ میلیون دلار بوده است.,0.2757185986366082,0.3703703703703704,0.5361402671755726,0.847301721572876
ایرانی‌ها ۱۸۰ برابر متوسط جهان، شایعات اخبار دروغ و اخبار ناامید کننده دریافت می‌کنند.,ادعای کاربر مبنی بر «ایرانی‌ها ۱۸۰ برابر متوسط جهان، شایعات اخبار دروغ و اخبار ناامید کننده دریافت می‌کنند» نادرست است.,0.561928597334218,0.8,0.9514508928571429,0.8751389980316162
در پی شکست تیم فوتبال بلژیک از مراکش، بلژیکی‌ها به شهروندان عرب این کشور حمله کردند.,درگیری هواداران مراکش و پلیس بلژیک بعد از برد مراکش مقابل بلژیک در جام جهانی ۲۰۲۲.,0.07987276352377329,0.17647058823529413,0.11235955056179774,0.7654316425323486
زاکانی: طبق دیدگاه امام خمینی حاکمیت حق دخالت در حریم شخصی را ندارد,حاکمیت طبق فرمان هشت ماده‌ای امام خمینی حق دخالت در حریم شخصی را ندارد.,0.5108636942731494,0.689655172413793,0.7613856163179182,0.8630919456481934
نرخ رشد گردشگری در ایران در سال‌های پسا کرونا، سه برابر میانگین نرخ رشد گردشگری در جهان بوده است￼,رشد گردشگری در ایران 2.7 برابر جهان بوده است.,0.15540221113255107,0.3870967741935483,0.2675974403723094,0.8009059429168701
دولت هاشمی رفسنجانی، بالاترین میزان نرخ رشد اقتصادی را ثبت کرده‌است,دولت هاشمی رفسنجانی با ۶.۹۵ درصد، بیشترین نرخ رشد اقتصادی را در ایران ثبت کرده‌است.,0.39609709429702605,0.6451612903225806,0.7622047244094489,0.8794402480125427
پزشکیان: به‌دلیل عدم وجود منابع مالی نمی‌توان سالی یک میلیون مسکن ساخت,ادعای وزیر راه و شهرسازی مبنی بر اینکه به دلیل عدم وجود منابع مالی نمی‌توان سالی یک میلیون مسکن ساخت، درست است.,0.4530937217439823,0.5142857142857143,0.6865516916407503,0.8381603956222534
تعداد شهدای غزه در ۸۰ روز اخیر، معادل تعداد شهدای استان تهران در ۸ سال جنگ تحمیلی است,تعداد شهدای غزه در ۸۰ روز به تعداد شهدای تهران در جنگ نزدیک شده است.,0.3954603942707658,0.6470588235294117,0.5771794188216476,0.8673657178878784
