actual_title,predicted_title,BLEU,ROUGE-L,METEOR,BERTScore
باوجود افزایش تعداد طلاق‌ها، آمار طلاق در 10 سال گذشته در ایران تقریبا ثابت بوده است,نرخ طلاق در ایران در دهه 90 تقریبا ثابت بود,0.06870607171613026,0.38461538461538464,0.33189033189033185,0.8040226101875305
سیده زهرا برقعی اولین زن در سطوح مدیریتی حوزه است.,انتصاب نخستین مدیر زن در سطح بالا در حوزه علمیه,0.0537079875373958,0.28571428571428564,0.13761467889908252,0.733756422996521
طبق نظر آیات عظام شبیری، سبحانی، مکارم، صانعی و صافی ضبط فیلم از افراد بدون اجازه آن‌ها حرام است,فتواهای جدید درباره ضبط فیلم بدون اجازه,0.010471065525591135,0.27586206896551724,0.18292682926829268,0.6884452700614929
امارات سالیانه ۲.۵ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,تولید آب از هوا در امارات: ادعاها و واقعیت‌ها,0.05225590231147181,0.2608695652173913,0.2929133858267717,0.6962419748306274
یک‌سوم زندانیان زن جهان در امریکا هستند و از سال 2015 تا سال 2020 دست‌کم 250 زن با شلیک پلیس آمریکا کشته شده‌اند,تعداد زنان زندانی در آمریکا: یک سوم زندانیان زن جهان,0.1024118396067791,0.1764705882352941,0.11467889908256881,0.7707247138023376
اکثر آمریکایی‌ها مخالف نامزدی بایدن و ترامپ در انتخابات ریاست­ جمهوری ۲۰۲۴ هستند,نتایج نظرسنجی: حمایت از بایدن و ترامپ در حال کاهش,0.17318400356450084,0.33333333333333337,0.31005859375000006,0.7404036521911621
تجارت چین با امارات، ۶ برابر تجارت چین با ایران است,تبادل تجاری امارات و چین، شش برابر ایران در نیمه اول سال ۲۰۲۳,0.06019608768705656,0.30769230769230765,0.20491803278688522,0.7661629319190979
چین، سومین شریک تجاری آمریکا است و سهم بیشتری از اتحادیه اروپا در تجارت با این کشور دارد,تجارت آمریکا با چین، سوم بیش از همه؟,0.07101864697284951,0.20689655172413793,0.23557397176181702,0.7097455263137817
صندوق بین‌المللی پول، قیمت دلار را ۱۴ هزار و ۷۰۰ تومان اعلام کرده‌است,اعلام صندوق بین‌المللی پول: ارزش دلار به ۱۴ هزار و ۷۰۰ تومان,0.488321683140954,0.6666666666666666,0.6964028776978417,0.8951756358146667
جلیلی :شهید رئیسی چندین بار به آفریقا سفر کردند و گشایش اقتصادی ایجاد شده بود,ادعاهای جلیلی درباره سفر رئیسی به آفریقا و وضعیت اقتصادی مورد تردید است,0.1253055044605464,0.42857142857142855,0.3240485383342526,0.7476707100868225
براساس پژوهش موسسه لاتانا، ایرانیان بدبین‌ترین مردم جهان نسبت به وجود دموکراسی درکشورشان هستند,ایران با بی‌اعتمادی رکورددار دموکراسی در جهان,0.03421472750449594,0.09090909090909091,0.07042253521126761,0.721491813659668
انگلیس گلوله‌های اورانیوم به اوکراین ارسال کرده است,ارسال گلوله‌های اورانیوم به اوکراین توسط انگلیس تایید شد,0.6554913610595183,0.5,0.7812499999999999,0.8813613057136536
کامالاهریس: هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند,ادعای هریس درباره عدم حضور سربازان آمریکا در مناطق جنگی رد شد,0.09727485607152621,0.24000000000000002,0.22825150732127478,0.7661126852035522
دکتر علی لاریجانی گفته است به عرصه‌ی انتخابات مجلس شورای اسلامی ورود می‌کند,تکذیب ورود لاریجانی به انتخابات مجلس,0.12555965752455986,0.4444444444444444,0.3263157894736843,0.784376323223114
برجام در گام اول ۵۰ تا ۱۰۰ میلیارد دلار پول بلوکه شده و کمپرسورهای لازم برای پارس جنوبی و پالایشگاه ستاره را آزاد کرد,ادعای ۵۰ تا ۱۰۰ میلیارد دلار آزاد شدن پول‌ها پس از برجام رد شد,0.10850328275202975,0.3243243243243243,0.30427555637639675,0.770602285861969
مارک زاکربرگ، مدیرعامل فیسبوک، سال ۲۰۲۳ استعفا می‌دهد.,تکذیب استعفای زاکربرگ توسط متا,0.10218289380194191,0.12500000000000003,0.04807692307692308,0.7316097617149353
مقبره لطفعلی خان‌ زند به انبار فرش تبدیل شده است,تفسیر نادرست درباره مزار لطفعلی‌خان زند در تهران,0.2475215108688024,0.11764705882352941,0.05617977528089887,0.774275004863739
آذری‌جهرمی به‌دلیل مقاوت در برابر فیلترینگ تحت تعقیب قضایی قرار گرفت,تحقیقات درباره تعقیب آذری‌جهرمی به دلیل مقاومت در برابر فیلترینگ,0.4787974949414673,0.380952380952381,0.40917431192660547,0.7983152270317078
سپیده شبستری: برابری دیه زن، مرد و مذاهب برای اولین بار توسط همتی در صنعت بیمه اجرا شد.,سپیده شبستری: همتی، پیشگام برابری دیه زن و مرد در بیمه,0.33987187050005035,0.5294117647058824,0.506050605060506,0.825145959854126
