actual_title,predicted_title,BLEU,ROUGE-L,METEOR,BERTScore
باوجود افزایش تعداد طلاق‌ها، آمار طلاق در 10 سال گذشته در ایران تقریبا ثابت بوده است,نرخ طلاق متأهلان در ایران طی ده سال گذشته تقریبا ثابت باقی مانده است.,0.07994607499472017,0.39999999999999997,0.40170498579178504,0.801392674446106
سیده زهرا برقعی اولین زن در سطوح مدیریتی حوزه است.,انتصاب نخستین مدیر زن رده بالا در جامعه‌الزهرا، گام مهمی در پیشبرد حضور زنان در حوزه‌های علمیه است.,0.03652945772536269,0.26666666666666666,0.267478813559322,0.7277107238769531
طبق نظر آیات عظام شبیری، سبحانی، مکارم، صانعی و صافی ضبط فیلم از افراد بدون اجازه آن‌ها حرام است,آیت‌الله‌های عظام شبیری، سبحانی، مکارم، صانعی و صافی فتوا دادند: ضبط فیلم بدون اجازه شرعاً حرام است.,0.5806030754582866,0.7272727272727273,0.7215909090909091,0.858893632888794
امارات سالیانه ۲.۵ میلیون لیتر آب آشامیدنی از هوا تولید می‌کند,تولید آب آشامیدنی از هوا در امارات: فناوری هیدروپنل با ظرفیت تولید سالانه حدود ۴۳ میلیون لیتر تایید می‌شود.,0.228721960134706,0.2941176470588235,0.5434782608695652,0.7784155607223511
یک‌سوم زندانیان زن جهان در امریکا هستند و از سال 2015 تا سال 2020 دست‌کم 250 زن با شلیک پلیس آمریکا کشته شده‌اند,زندانیان زن جهان در آمریکا، یک‌سوم کل، و 250 زن توسط پلیس کشته شده‌اند.,0.19654630233595644,0.5,0.4825458829365079,0.8193989992141724
اکثر آمریکایی‌ها مخالف نامزدی بایدن و ترامپ در انتخابات ریاست­ جمهوری ۲۰۲۴ هستند,نظرسنجی نشان می‌دهد: حمایت از بایدن و ترامپ در انتخابات ۲۰۲۴ در آمریکا کاهش قابل توجهی یافته است.,0.22653997254138517,0.37499999999999994,0.3758169934640523,0.8011564612388611
تجارت چین با امارات، ۶ برابر تجارت چین با ایران است,امارات متحده عربی تجارت سالانه با چین را شش برابر ایران در سال ۲۰۲۳ افزایش داده است.,0.05136663909505953,0.27586206896551724,0.24,0.7711808681488037
چین، سومین شریک تجاری آمریکا است و سهم بیشتری از اتحادیه اروپا در تجارت با این کشور دارد,چین، با مکزیک و کانادا، بیشترین حجم تجارت را با آمریکا دارد و از اتحادیه اروپا بیشتر است.,0.09846107951428584,0.35,0.4160210055096418,0.8029344081878662
صندوق بین‌المللی پول، قیمت دلار را ۱۴ هزار و ۷۰۰ تومان اعلام کرده‌است,صندوق بین‌المللی پول اعلام کرد ارزش دلار بر اساس قدرت خرید، ۱۴ هزار و ۷۰۰ تومان است.,0.40503640542848446,0.5454545454545454,0.7229980051296666,0.8793790340423584
جلیلی :شهید رئیسی چندین بار به آفریقا سفر کردند و گشایش اقتصادی ایجاد شده بود,شهید رئیسی به کشورهای آفریقایی سفر کردند و تجارت ایران با این کشورها کاهش یافته است.,0.21290737643589655,0.38709677419354843,0.37251655629139074,0.7707569003105164
براساس پژوهش موسسه لاتانا، ایرانیان بدبین‌ترین مردم جهان نسبت به وجود دموکراسی درکشورشان هستند,ایران با 25 درصد، در صدر کشورهای جهان با بی‌اعتمادی شدید به دموکراسی قرار دارد.,0.043548225751140326,0.25,0.13157894736842105,0.7324062585830688
انگلیس گلوله‌های اورانیوم به اوکراین ارسال کرده است,تأیید دولت بریتانیا: ارسال گلوله‌های اورانیوم به اوکراین و نگرانی‌ها درباره اثرات سلامتی.,0.42155030936737264,0.36363636363636365,0.6205128205128205,0.7777388095855713
کامالاهریس: هیچ سرباز آمریکایی در مناطق جنگی خارج از کشور خدمت نمی‌کند,ادعای هریس مبنی‌عدم حضور سربازان آمریکایی در مناطق جنگی، با شواهد به‌رسمی رد شد.,0.1258220555845937,0.27586206896551724,0.2984022556390978,0.730995237827301
